step,amount,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
226,14381.65,0,0,0,1,0,0
592,381096.87,1,0,0,0,0,0
204,42032.81,1,0,0,0,0,0
261,429743.16,0,1,0,0,0,0
306,317300.3,1,0,0,0,0,0
229,16112.17,0,0,0,1,0,0
356,7555.4,0,0,0,1,0,0
262,256713.76,1,0,0,0,0,0
139,287411.53,0,1,0,0,0,0
402,3191.8,1,0,0,0,0,0
356,5887.44,0,0,0,1,0,0
280,13641.19,0,0,0,1,0,0
164,154876.48,1,0,0,0,0,0
249,133648.5,1,0,0,0,0,0
354,1266.81,0,0,0,1,0,0
134,19348.63,0,0,0,1,0,0
234,325105.72,0,1,0,0,0,0
139,105310.97,0,1,0,0,0,0
154,39194.75,0,0,0,1,0,0
164,8263.45,0,0,0,1,0,0
305,322064.32,0,1,0,0,0,0
36,226582.25,0,1,0,0,0,0
346,262571.32,1,0,0,0,0,0
355,628778.32,1,0,0,0,0,0
326,2213.05,0,0,0,1,0,0
43,177822.12,0,0,0,0,1,0
120,524116.27,0,0,0,0,1,0
19,559282.01,0,0,0,0,1,0
276,7740.6,1,0,0,0,0,0
14,337287.35,1,0,0,0,0,0
160,329115.25,0,1,0,0,0,0
130,341361.66,0,1,0,0,0,0
180,740.5,0,0,0,1,0,0
331,2189.5,0,0,1,0,0,0
40,71494.14,0,1,0,0,0,0
259,7230.88,0,0,0,1,0,0
179,3470.7,0,0,0,1,0,0
168,123461.22,1,0,0,0,0,0
164,233884.36,0,1,0,0,0,0
322,2063387.32,0,0,0,0,1,0
44,3149.53,0,0,0,1,0,0
283,3177.51,0,0,0,1,0,0
140,76610.36,0,1,0,0,0,0
94,189.29,0,0,0,1,0,0
155,538933.69,0,1,0,0,0,0
299,7416.75,0,0,0,1,0,0
133,24714.95,0,0,0,1,0,0
154,235961.03,1,0,0,0,0,0
159,209364.14,0,0,0,0,1,0
42,194936.27,0,1,0,0,0,0
305,27431.35,0,1,0,0,0,0
133,97879.08,1,0,0,0,0,0
522,18414.39,0,0,0,1,0,0
490,336315.11,1,0,0,0,0,0
163,915182.79,0,0,0,0,1,0
47,16439.06,0,0,0,1,0,0
348,243194.81,0,1,0,0,0,0
178,40229.61,0,0,0,1,0,0
383,63869.64,1,0,0,0,0,0
43,126448.72,0,1,0,0,0,0
129,4733.45,0,0,0,1,0,0
394,223557.7,0,1,0,0,0,0
36,267716.0,0,1,0,0,0,0
182,12975.4,0,0,0,1,0,0
139,4081.24,0,0,1,0,0,0
567,1961118.33,0,0,0,0,1,0
141,148361.04,0,1,0,0,0,0
565,103544.55,0,1,0,0,0,0
203,138220.38,0,1,0,0,0,0
522,23076.7,0,1,0,0,0,0
18,24449.31,1,0,0,0,0,0
141,171167.37,1,0,0,0,0,0
353,124604.2,1,0,0,0,0,0
41,1845.59,0,0,0,1,0,0
44,386669.02,1,0,0,0,0,0
372,295811.4,0,0,0,0,1,0
238,16431.11,0,0,0,1,0,0
325,10960.14,0,0,0,1,0,0
334,1558597.22,0,0,0,0,1,0
592,152316.99,0,1,0,0,0,0
348,38786.32,0,0,0,1,0,0
330,222640.24,0,1,0,0,0,0
19,26877.75,1,0,0,0,0,0
323,11533.43,0,0,0,1,0,0
202,122990.64,1,0,0,0,0,0
235,12108.91,0,1,0,0,0,0
249,318028.23,0,1,0,0,0,0
298,167755.05,0,1,0,0,0,0
325,786508.44,0,0,0,0,1,0
164,40984.31,1,0,0,0,0,0
161,5646.46,0,0,0,1,0,0
374,3300.21,0,0,0,1,0,0
346,82656.91,0,1,0,0,0,0
42,645795.26,0,0,0,0,1,0
402,714845.93,0,0,0,0,1,0
40,119403.47,0,1,0,0,0,0
188,210704.72,1,0,0,0,0,0
15,458634.35,0,0,0,0,1,0
232,225882.16,0,1,0,0,0,0
308,48600.15,0,0,0,1,0,0
328,436565.47,0,1,0,0,0,0
370,9097.61,0,0,0,1,0,0
354,395741.62,1,0,0,0,0,0
179,425085.64,0,1,0,0,0,0
37,176589.26,0,1,0,0,0,0
203,517904.22,1,0,0,0,0,0
540,77121.23,0,1,0,0,0,0
380,715398.61,0,0,0,0,1,0
20,10873.91,0,0,0,1,0,0
251,42047.0,0,0,0,1,0,0
131,255948.57,0,1,0,0,0,0
375,59866.33,1,0,0,0,0,0
354,429020.04,1,0,0,0,0,0
185,21513.82,0,1,0,0,0,0
231,2648.5,0,0,0,1,0,0
94,5541.17,0,0,0,1,0,0
187,8186.87,0,0,0,1,0,0
310,4480.14,0,0,0,1,0,0
160,92217.18,0,1,0,0,0,0
137,384836.7,0,1,0,0,0,0
35,42737.2,0,1,0,0,0,0
21,58541.49,1,0,0,0,0,0
133,1753.53,0,0,0,1,0,0
397,39423.35,0,0,0,1,0,0
257,45091.79,0,1,0,0,0,0
397,49526.98,1,0,0,0,0,0
217,264033.74,0,1,0,0,0,0
312,256668.97,0,1,0,0,0,0
297,14918.87,0,0,0,1,0,0
400,110557.88,0,1,0,0,0,0
356,58589.39,0,1,0,0,0,0
278,202.43,0,0,0,1,0,0
251,26160.99,0,1,0,0,0,0
251,55154.83,0,1,0,0,0,0
41,548378.55,0,1,0,0,0,0
250,19736.52,0,0,0,1,0,0
43,102704.76,0,1,0,0,0,0
383,8118.51,0,0,0,1,0,0
403,234748.42,0,1,0,0,0,0
400,176852.41,0,1,0,0,0,0
183,3296.09,0,0,0,1,0,0
204,7422.49,0,0,0,1,0,0
398,219024.57,1,0,0,0,0,0
250,267990.81,1,0,0,0,0,0
20,236514.78,0,1,0,0,0,0
160,39210.87,0,1,0,0,0,0
229,239507.47,1,0,0,0,0,0
232,3808.7,0,0,0,1,0,0
202,339772.94,1,0,0,0,0,0
193,355507.36,1,0,0,0,0,0
227,2304.46,0,0,0,1,0,0
203,129369.59,0,0,0,0,1,0
309,125882.2,0,1,0,0,0,0
46,12967.87,0,0,0,1,0,0
181,121704.76,0,0,0,0,1,0
351,1040036.07,0,0,0,0,1,0
346,210613.77,1,0,0,0,0,0
20,202044.79,1,0,0,0,0,0
404,133428.51,0,1,0,0,0,0
395,15877.86,0,0,0,1,0,0
397,5849.04,0,0,0,1,0,0
16,34369.27,1,0,0,0,0,0
253,6363.72,0,1,0,0,0,0
205,2893.22,0,0,0,1,0,0
35,141353.52,1,0,0,0,0,0
690,125307.98,1,0,0,0,0,0
351,36597.56,0,1,0,0,0,0
350,51271.08,0,1,0,0,0,0
226,14746.13,0,0,0,1,0,0
379,10379.7,0,0,0,1,0,0
206,39902.08,1,0,0,0,0,0
130,1080131.03,0,0,0,0,1,0
178,50200.6,1,0,0,0,0,0
206,8148.55,0,0,0,1,0,0
206,396170.14,0,1,0,0,0,0
13,396715.54,0,1,0,0,0,0
402,24882.87,0,0,0,1,0,0
15,20545.06,0,0,0,1,0,0
399,6119.88,0,0,0,1,0,0
33,21396.43,0,0,0,1,0,0
306,9533450.43,0,0,0,0,1,0
43,1404.67,0,0,0,1,0,0
394,40456.61,0,0,0,1,0,0
157,90221.33,1,0,0,0,0,0
34,84133.39,0,1,0,0,0,0
13,264070.55,0,0,0,0,1,0
255,289881.16,0,1,0,0,0,0
187,31823.85,0,1,0,0,0,0
44,21925.54,0,0,0,1,0,0
353,21649.98,0,0,0,1,0,0
13,36945.47,0,0,0,1,0,0
326,353558.01,0,1,0,0,0,0
346,116757.68,0,1,0,0,0,0
326,293023.86,0,1,0,0,0,0
154,7958.63,0,0,0,1,0,0
429,94495.65,1,0,0,0,0,0
371,289223.09,1,0,0,0,0,0
226,62505.82,0,1,0,0,0,0
379,210558.76,0,1,0,0,0,0
9,225444.96,1,0,0,0,0,0
184,14409.15,0,0,0,1,0,0
285,26623.51,0,0,0,1,0,0
208,1915.66,0,0,0,1,0,0
524,53727.06,0,1,0,0,0,0
252,68734.91,1,0,0,0,0,0
379,3699.08,0,0,0,1,0,0
138,579896.88,0,0,0,0,1,0
210,97878.17,0,1,0,0,0,0
131,10415.34,0,0,0,1,0,0
402,168844.72,1,0,0,0,0,0
39,1502799.48,0,0,0,0,1,0
11,392218.81,0,1,0,0,0,0
287,12109.6,0,0,0,1,0,0
229,6937.84,0,0,0,1,0,0
139,8094.09,1,0,0,0,0,0
303,117769.4,0,0,0,1,0,0
351,81181.2,1,0,0,0,0,0
357,254918.95,0,1,0,0,0,0
36,32467.78,1,0,0,0,0,0
33,13865.18,0,0,0,1,0,0
596,159113.97,0,1,0,0,0,0
398,24652.82,0,1,0,0,0,0
301,76604.11,1,0,0,0,0,0
257,77118.04,1,0,0,0,0,0
13,736461.35,0,0,0,0,1,0
211,84725.36,0,1,0,0,0,0
355,215392.4,0,1,0,0,0,0
358,5261353.09,0,0,0,0,1,0
548,209940.99,0,1,0,0,0,0
253,62002.92,1,0,0,0,0,0
302,17408.28,0,0,0,1,0,0
306,306959.21,0,1,0,0,0,0
212,18663.13,0,1,0,0,0,0
163,215754.47,1,0,0,0,0,0
131,141702.01,0,1,0,0,0,0
190,96214.99,0,1,0,0,0,0
10,17633.21,0,0,0,1,0,0
258,78692.99,0,1,0,0,0,0
378,18448.51,0,0,0,1,0,0
10,199377.56,1,0,0,0,0,0
380,175004.47,1,0,0,0,0,0
298,120467.57,1,0,0,0,0,0
400,14145.03,0,0,0,1,0,0
160,8256.05,0,0,0,1,0,0
692,50265.2,0,1,0,0,0,0
546,298000.09,0,1,0,0,0,0
166,4495.1,0,0,0,1,0,0
692,1019.63,0,1,0,0,0,0
43,19767.55,0,1,0,0,0,0
157,870.8,0,0,0,1,0,0
228,423201.56,0,1,0,0,0,0
189,109185.59,0,1,0,0,0,0
43,126497.99,1,0,0,0,0,0
180,151599.4,1,0,0,0,0,0
159,164975.94,1,0,0,0,0,0
135,406859.83,1,0,0,0,0,0
373,144878.22,1,0,0,0,0,0
258,53356.63,1,0,0,0,0,0
236,295831.65,1,0,0,0,0,0
398,266310.63,0,1,0,0,0,0
138,515480.39,1,0,0,0,0,0
215,294366.55,0,1,0,0,0,0
354,272607.06,1,0,0,0,0,0
253,902476.35,0,0,0,0,1,0
303,103399.42,0,1,0,0,0,0
142,518744.49,0,0,0,0,1,0
332,225576.69,0,1,0,0,0,0
228,32564.34,0,1,0,0,0,0
182,136488.43,1,0,0,0,0,0
155,34121.89,1,0,0,0,0,0
331,24382.13,0,0,0,1,0,0
302,39612.88,1,0,0,0,0,0
540,2283.47,0,0,0,1,0,0
146,4099.58,0,0,1,0,0,0
299,60712.45,1,0,0,0,0,0
254,79183.78,0,1,0,0,0,0
131,24527.83,0,0,0,1,0,0
204,1795.84,0,0,0,1,0,0
36,126538.02,0,1,0,0,0,0
307,6043.4,1,0,0,0,0,0
404,169993.12,0,1,0,0,0,0
348,3505.17,0,0,0,1,0,0
137,118904.68,0,1,0,0,0,0
226,222800.03,0,1,0,0,0,0
256,2576.88,0,0,0,1,0,0
301,84173.89,0,1,0,0,0,0
159,190198.52,0,1,0,0,0,0
323,82787.36,0,0,0,1,0,0
38,2441.32,0,0,0,1,0,0
44,6211.04,1,0,0,0,0,0
370,521751.69,0,1,0,0,0,0
155,227661.58,0,1,0,0,0,0
167,8736.53,0,0,0,1,0,0
233,102893.04,0,1,0,0,0,0
326,7580.08,0,0,0,1,0,0
164,258897.5,0,1,0,0,0,0
133,49152.03,1,0,0,0,0,0
235,458966.9,0,0,0,0,1,0
354,231349.94,1,0,0,0,0,0
8,26406.21,1,0,0,0,0,0
15,5306.1,0,0,0,1,0,0
280,124302.64,0,1,0,0,0,0
351,558644.79,0,1,0,0,0,0
16,197884.9,1,0,0,0,0,0
202,285054.5,1,0,0,0,0,0
249,382.07,0,0,0,1,0,0
400,12927.62,0,0,0,1,0,0
206,396829.95,1,0,0,0,0,0
190,187397.28,1,0,0,0,0,0
130,16595.58,0,0,0,1,0,0
257,8267.52,0,0,0,1,0,0
131,146661.26,0,1,0,0,0,0
373,3064.21,0,0,0,1,0,0
236,52447.18,0,1,0,0,0,0
20,1951.56,0,0,0,1,0,0
253,140191.35,0,0,0,0,1,0
380,11273.01,0,0,0,1,0,0
252,344402.52,0,1,0,0,0,0
44,68630.43,0,1,0,0,0,0
403,334562.66,1,0,0,0,0,0
396,181881.76,0,1,0,0,0,0
135,648.03,0,0,0,1,0,0
182,223066.94,0,1,0,0,0,0
261,26499.97,0,1,0,0,0,0
44,554390.45,1,0,0,0,0,0
18,253024.35,0,1,0,0,0,0
300,296661.86,0,1,0,0,0,0
231,408006.22,1,0,0,0,0,0
17,522597.84,0,0,0,0,1,0
254,85304.24,0,1,0,0,0,0
164,48947.75,0,1,0,0,0,0
23,7907.94,0,0,0,1,0,0
402,4912.11,0,0,0,1,0,0
129,131741.98,1,0,0,0,0,0
281,181992.23,0,1,0,0,0,0
206,391316.43,0,1,0,0,0,0
349,24996.09,0,1,0,0,0,0
378,214360.27,1,0,0,0,0,0
323,77576.73,0,1,0,0,0,0
133,137163.35,0,1,0,0,0,0
202,13140.94,0,0,0,1,0,0
19,109739.1,0,1,0,0,0,0
258,259239.49,1,0,0,0,0,0
131,312156.27,1,0,0,0,0,0
235,79197.8,0,1,0,0,0,0
140,99019.11,0,1,0,0,0,0
207,108237.49,0,1,0,0,0,0
262,4349.12,0,0,0,1,0,0
283,131015.18,1,0,0,0,0,0
398,9300.99,0,0,0,1,0,0
259,717418.36,0,0,0,0,1,0
40,404493.05,1,0,0,0,0,0
372,14496.9,0,0,0,1,0,0
277,203604.19,1,0,0,0,0,0
327,15970.78,0,0,0,1,0,0
226,74069.95,0,0,0,1,0,0
396,13080.17,0,0,0,1,0,0
136,173156.76,0,1,0,0,0,0
12,215649.2,0,1,0,0,0,0
370,5927.21,0,0,0,1,0,0
9,21791.81,0,0,0,1,0,0
36,229979.38,0,1,0,0,0,0
201,351858.55,0,1,0,0,0,0
400,296643.03,0,1,0,0,0,0
15,14023.4,0,1,0,0,0,0
158,218111.57,1,0,0,0,0,0
324,292649.02,0,1,0,0,0,0
351,62876.83,0,1,0,0,0,0
327,8522.26,0,0,0,1,0,0
301,21563.42,1,0,0,0,0,0
165,11043.79,0,0,0,1,0,0
119,223763.01,0,1,0,0,0,0
255,17777.16,0,0,0,1,0,0
13,290906.41,1,0,0,0,0,0
258,7114.42,0,0,0,1,0,0
45,2694.84,0,0,0,1,0,0
692,155876.46,0,1,0,0,0,0
381,79016.8,1,0,0,0,0,0
208,4009.06,0,0,0,1,0,0
395,11829.21,0,0,0,1,0,0
185,73568.79,0,1,0,0,0,0
298,2262138.18,0,0,0,0,1,0
16,16539.22,0,0,0,1,0,0
166,1504.2,0,0,0,1,0,0
325,22398.36,0,0,0,1,0,0
325,4518.47,0,0,1,0,0,0
210,7321.2,0,0,0,1,0,0
345,35291.33,0,1,0,0,0,0
181,10006.39,0,0,0,1,0,0
299,53544.73,1,0,0,0,0,0
236,24721.5,0,1,0,0,0,0
156,10001.29,0,0,0,1,0,0
375,47120.48,0,0,0,1,0,0
133,488687.88,0,1,0,0,0,0
153,176555.02,0,1,0,0,0,0
308,11589.61,0,0,0,1,0,0
306,139507.43,0,1,0,0,0,0
298,4979.27,0,0,0,1,0,0
282,5237.63,0,0,0,1,0,0
157,383457.56,0,1,0,0,0,0
119,15120.35,0,0,0,1,0,0
36,378047.2,0,0,0,0,1,0
133,14739.82,0,0,0,1,0,0
131,831926.31,0,0,0,0,1,0
209,1201784.68,0,0,0,0,1,0
157,1164555.38,0,0,0,0,1,0
11,13035.55,0,0,0,1,0,0
350,175849.81,1,0,0,0,0,0
329,418482.43,0,1,0,0,0,0
11,205057.01,1,0,0,0,0,0
281,239692.94,0,1,0,0,0,0
136,314610.95,0,1,0,0,0,0
522,119471.54,1,0,0,0,0,0
14,124470.05,0,1,0,0,0,0
236,301563.35,0,1,0,0,0,0
395,8345.69,0,0,0,1,0,0
369,38550.34,1,0,0,0,0,0
380,7586.26,0,0,0,1,0,0
256,10773.03,0,0,0,1,0,0
212,129904.67,0,1,0,0,0,0
348,73558.05,1,0,0,0,0,0
204,643199.6,0,0,0,0,1,0
202,2180.28,0,0,0,1,0,0
43,6109.22,0,0,0,1,0,0
426,106848.09,0,1,0,0,0,0
135,27321.86,0,0,0,1,0,0
8,7906.42,0,0,0,1,0,0
306,182160.99,0,1,0,0,0,0
141,5196.8,0,0,0,1,0,0
335,118700.56,0,1,0,0,0,0
14,217019.1,0,1,0,0,0,0
326,160764.31,1,0,0,0,0,0
186,124966.29,1,0,0,0,0,0
177,31141.94,1,0,0,0,0,0
518,168895.64,1,0,0,0,0,0
209,646.14,0,0,0,1,0,0
138,183432.56,0,1,0,0,0,0
43,76253.1,1,0,0,0,0,0
16,5218.24,0,0,0,1,0,0
184,271371.43,0,1,0,0,0,0
182,153337.85,0,1,0,0,0,0
301,286005.47,0,1,0,0,0,0
278,66268.61,1,0,0,0,0,0
169,418.86,0,0,0,1,0,0
260,105398.88,0,0,0,0,1,0
525,11751.63,0,0,0,1,0,0
492,148669.43,0,1,0,0,0,0
133,68102.98,0,1,0,0,0,0
201,5423.41,0,0,0,1,0,0
213,211679.04,0,1,0,0,0,0
419,223202.06,1,0,0,0,0,0
252,21998.66,0,0,0,1,0,0
305,204605.33,0,1,0,0,0,0
18,290063.0,0,1,0,0,0,0
9,91348.4,0,0,0,0,1,0
205,25958.59,0,0,0,1,0,0
228,18581.54,0,0,0,1,0,0
12,288302.71,0,1,0,0,0,0
356,113369.27,0,1,0,0,0,0
129,8588.81,0,0,0,1,0,0
241,46215.1,0,1,0,0,0,0
138,3179.02,0,0,0,1,0,0
254,5460.88,0,0,0,1,0,0
227,45752.53,0,0,0,0,1,0
335,2447.14,0,0,0,1,0,0
204,3750.14,0,0,0,1,0,0
369,120677.82,1,0,0,0,0,0
206,189294.17,0,1,0,0,0,0
278,100302.71,0,0,0,0,1,0
162,215539.97,0,1,0,0,0,0
206,225584.3,1,0,0,0,0,0
382,98064.36,1,0,0,0,0,0
21,770.07,0,0,0,1,0,0
372,234657.68,0,1,0,0,0,0
213,10897.97,0,0,0,1,0,0
154,6777.56,0,0,0,1,0,0
213,30747.84,0,0,0,1,0,0
205,7477.45,0,0,0,1,0,0
323,370154.38,0,1,0,0,0,0
297,60483.34,0,0,0,1,0,0
357,3297.04,0,0,0,1,0,0
404,151398.17,1,0,0,0,0,0
38,288415.2,0,1,0,0,0,0
249,102016.34,0,1,0,0,0,0
94,17219.35,0,0,0,1,0,0
348,140553.44,0,1,0,0,0,0
217,4983.44,0,0,0,1,0,0
332,15144.04,0,0,0,1,0,0
590,104798.57,0,1,0,0,0,0
185,31390.19,0,0,0,1,0,0
40,178687.13,0,0,0,0,1,0
213,16869.25,0,1,0,0,0,0
299,150685.69,1,0,0,0,0,0
377,13217.97,0,0,0,1,0,0
236,16486.74,0,0,0,1,0,0
249,7998.85,0,0,0,1,0,0
355,24590.51,0,0,0,1,0,0
9,129831.86,1,0,0,0,0,0
252,45551.64,0,0,0,1,0,0
307,642933.32,1,0,0,0,0,0
140,3126.38,0,1,0,0,0,0
238,53237.49,0,0,0,0,1,0
20,193495.56,0,1,0,0,0,0
37,16596.76,0,0,0,1,0,0
231,231728.4,1,0,0,0,0,0
346,132641.24,1,0,0,0,0,0
181,330402.06,1,0,0,0,0,0
252,243994.95,0,1,0,0,0,0
323,238429.77,0,1,0,0,0,0
355,10670.08,0,1,0,0,0,0
204,54391.85,1,0,0,0,0,0
178,253164.44,0,1,0,0,0,0
232,16048.45,0,0,0,1,0,0
305,31770.33,0,0,0,1,0,0
251,30144.02,0,0,0,1,0,0
332,19712.9,0,0,0,1,0,0
16,264418.56,0,1,0,0,0,0
370,419563.2,0,1,0,0,0,0
14,704366.04,0,1,0,0,0,0
564,14497.38,0,0,0,1,0,0
407,3396.56,0,0,0,1,0,0
42,130324.05,0,1,0,0,0,0
9,19291.77,0,0,0,1,0,0
139,25294.33,0,0,0,1,0,0
256,33102.54,0,0,0,1,0,0
43,223570.17,0,1,0,0,0,0
394,238108.22,0,1,0,0,0,0
33,1458.52,0,0,0,1,0,0
189,14370.17,0,0,0,1,0,0
137,182155.71,1,0,0,0,0,0
355,108372.28,0,1,0,0,0,0
160,135456.28,0,1,0,0,0,0
399,13663.23,0,0,0,1,0,0
298,326489.42,0,1,0,0,0,0
299,18049.61,0,0,0,1,0,0
130,77518.08,0,1,0,0,0,0
251,281680.45,1,0,0,0,0,0
307,12594.96,0,0,0,1,0,0
230,326219.17,1,0,0,0,0,0
328,238136.27,1,0,0,0,0,0
38,10318.92,0,0,0,1,0,0
332,107397.71,0,1,0,0,0,0
301,16136.24,0,0,0,1,0,0
187,41954.5,0,1,0,0,0,0
137,358789.13,0,1,0,0,0,0
358,12377.43,0,0,0,1,0,0
240,2486.49,0,0,0,1,0,0
259,7479.59,0,0,0,1,0,0
235,59888.31,1,0,0,0,0,0
376,212013.85,0,1,0,0,0,0
184,319770.27,0,1,0,0,0,0
15,16047.05,0,0,0,1,0,0
190,206049.13,0,1,0,0,0,0
187,666122.85,0,0,0,0,1,0
232,42493.11,0,1,0,0,0,0
210,357080.14,1,0,0,0,0,0
205,407523.68,0,1,0,0,0,0
376,18681.33,0,0,0,1,0,0
403,2278.48,0,0,0,1,0,0
346,36594.84,0,0,0,1,0,0
230,45806.94,1,0,0,0,0,0
226,186438.77,0,1,0,0,0,0
190,292177.44,1,0,0,0,0,0
130,122410.49,1,0,0,0,0,0
348,64905.29,1,0,0,0,0,0
186,253603.86,0,1,0,0,0,0
140,68089.69,0,1,0,0,0,0
207,155712.46,0,1,0,0,0,0
11,3092.6,0,0,0,1,0,0
373,31496.65,0,1,0,0,0,0
227,431629.46,1,0,0,0,0,0
355,322315.98,0,0,0,0,1,0
164,77369.52,0,1,0,0,0,0
254,132412.54,0,1,0,0,0,0
304,672.49,0,1,0,0,0,0
284,57501.54,0,1,0,0,0,0
139,15118.7,0,0,0,1,0,0
303,74474.96,1,0,0,0,0,0
19,365612.9,0,0,0,0,1,0
256,197422.58,1,0,0,0,0,0
160,90816.5,1,0,0,0,0,0
258,289133.41,0,1,0,0,0,0
329,83270.2,0,0,0,0,1,0
303,124635.62,0,1,0,0,0,0
182,8107.11,0,0,0,1,0,0
307,314968.93,1,0,0,0,0,0
402,13750.28,0,1,0,0,0,0
307,237440.52,0,1,0,0,0,0
211,124222.87,1,0,0,0,0,0
299,175767.97,1,0,0,0,0,0
44,77134.45,1,0,0,0,0,0
249,261625.83,1,0,0,0,0,0
18,4625.98,1,0,0,0,0,0
178,3554.92,0,0,0,1,0,0
329,110865.99,0,1,0,0,0,0
354,75906.53,0,1,0,0,0,0
129,7416.02,0,0,0,1,0,0
401,104137.92,0,1,0,0,0,0
132,7762.72,0,0,0,1,0,0
352,5191.43,0,0,0,1,0,0
137,96460.05,1,0,0,0,0,0
206,658595.26,0,0,0,0,1,0
15,170020.34,1,0,0,0,0,0
14,7129.53,0,0,0,1,0,0
141,207389.61,1,0,0,0,0,0
33,103223.36,1,0,0,0,0,0
250,393183.64,0,1,0,0,0,0
95,11937.05,0,0,0,1,0,0
143,2687.84,0,0,0,1,0,0
230,3723.72,0,0,0,1,0,0
305,255752.99,0,1,0,0,0,0
187,1402.45,0,0,0,1,0,0
401,28019.27,0,0,0,1,0,0
260,70747.25,0,1,0,0,0,0
254,176989.3,0,1,0,0,0,0
229,479402.31,0,1,0,0,0,0
17,231826.35,1,0,0,0,0,0
225,28896.33,0,0,0,0,1,0
136,4054.74,0,0,0,1,0,0
348,9654.15,1,0,0,0,0,0
237,7997.72,0,0,0,1,0,0
328,874652.15,0,0,0,0,1,0
208,4512.2,0,0,0,1,0,0
208,206179.59,1,0,0,0,0,0
323,877.63,0,0,0,1,0,0
278,9610.8,0,0,0,1,0,0
234,109134.39,0,1,0,0,0,0
180,319626.9,0,1,0,0,0,0
8,168485.79,1,0,0,0,0,0
404,85871.01,0,1,0,0,0,0
397,297805.87,0,1,0,0,0,0
180,2411.26,0,0,1,0,0,0
17,305324.54,0,1,0,0,0,0
183,20388.16,0,0,0,1,0,0
300,2794.94,0,0,0,1,0,0
353,250182.26,1,0,0,0,0,0
202,231924.83,0,0,0,0,1,0
161,146612.08,1,0,0,0,0,0
333,4409111.87,0,0,0,0,1,0
382,10868.43,0,0,0,1,0,0
236,48492.44,1,0,0,0,0,0
47,127774.97,0,1,0,0,0,0
49,10702.43,0,0,0,1,0,0
402,180661.9,0,0,0,0,1,0
347,201416.16,1,0,0,0,0,0
324,153894.83,0,1,0,0,0,0
140,231262.26,1,0,0,0,0,0
139,228161.55,1,0,0,0,0,0
253,572884.98,0,1,0,0,0,0
20,16056.63,0,1,0,0,0,0
189,9697.73,0,0,0,1,0,0
182,220713.29,0,1,0,0,0,0
188,9672.17,0,0,0,1,0,0
138,761820.68,0,0,0,0,1,0
381,5180.68,0,0,0,1,0,0
208,32362.94,1,0,0,0,0,0
399,357791.66,0,1,0,0,0,0
207,4483.54,0,0,0,1,0,0
278,5013.08,0,0,0,1,0,0
281,15828.48,0,0,0,1,0,0
400,24104.53,0,0,0,1,0,0
182,145746.43,1,0,0,0,0,0
37,285576.55,0,1,0,0,0,0
13,59254.9,0,1,0,0,0,0
225,352845.09,0,1,0,0,0,0
398,137875.42,0,1,0,0,0,0
239,3213.64,0,0,0,1,0,0
131,330.16,0,0,0,1,0,0
302,795.89,0,0,0,1,0,0
16,36959.55,0,1,0,0,0,0
374,10664.21,0,0,0,1,0,0
11,12391.06,0,0,0,1,0,0
15,477800.97,0,1,0,0,0,0
284,151347.79,0,1,0,0,0,0
138,5836.79,0,0,0,1,0,0
207,156195.95,0,1,0,0,0,0
285,42804.75,1,0,0,0,0,0
261,64359.49,1,0,0,0,0,0
35,15390.23,0,0,0,1,0,0
402,27971.38,0,0,0,1,0,0
228,112878.4,0,1,0,0,0,0
208,221967.43,1,0,0,0,0,0
16,432565.26,0,1,0,0,0,0
258,1206.28,0,0,0,1,0,0
155,7354.32,0,0,0,1,0,0
686,106347.91,1,0,0,0,0,0
94,18316.3,0,1,0,0,0,0
376,54539.19,0,0,0,1,0,0
42,344372.44,1,0,0,0,0,0
19,205552.35,0,1,0,0,0,0
17,20410.93,0,0,0,1,0,0
21,6733.15,0,0,0,1,0,0
327,124259.97,0,1,0,0,0,0
355,71640.3,0,1,0,0,0,0
359,246699.51,1,0,0,0,0,0
15,5453.84,0,0,0,1,0,0
258,210781.64,0,1,0,0,0,0
525,139867.81,1,0,0,0,0,0
137,13933.74,0,0,0,1,0,0
595,1536.15,0,0,0,1,0,0
355,15205.04,0,0,0,1,0,0
349,17334.85,0,0,0,1,0,0
350,87226.17,0,1,0,0,0,0
178,345910.05,0,1,0,0,0,0
538,270531.97,1,0,0,0,0,0
307,168453.09,0,1,0,0,0,0
153,121930.35,1,0,0,0,0,0
323,451409.27,0,1,0,0,0,0
189,117036.21,0,1,0,0,0,0
10,226783.76,0,1,0,0,0,0
7,13614.25,0,0,0,1,0,0
180,293763.11,1,0,0,0,0,0
694,96735.63,0,1,0,0,0,0
254,42919.69,0,1,0,0,0,0
235,29453.16,0,1,0,0,0,0
18,171085.87,0,1,0,0,0,0
18,244689.71,0,1,0,0,0,0
214,13599.39,0,0,0,1,0,0
241,3565.92,0,0,0,1,0,0
163,85840.5,1,0,0,0,0,0
338,164861.84,1,0,0,0,0,0
404,8816.69,0,0,0,1,0,0
188,106264.65,0,0,0,0,1,0
204,211230.53,0,1,0,0,0,0
298,80790.47,0,1,0,0,0,0
378,206590.83,0,1,0,0,0,0
154,6950.62,0,0,0,1,0,0
154,15241.85,0,0,0,1,0,0
369,120535.41,1,0,0,0,0,0
138,34673.92,0,1,0,0,0,0
132,332866.48,0,1,0,0,0,0
162,80857.96,0,0,0,0,1,0
185,42495.03,0,1,0,0,0,0
139,106628.82,1,0,0,0,0,0
